Meta,LinkedIn,X,TikTok,Youtube,Snap,Instagram,روابط اعلانات,عدد الساعات,السعر (ريال),رابط البرنامج,تابي/تمارا,نوع القسط,طريقة الدفع,التاريخ,التقييم,مقر البرنامج,الجمهور المستهدف,نوع البرنامج,البرنامج,المدينة,النوع,رابط المنشاة,اسم المنشاة,N,Instagram_followers,X_followers
https://www.facebook.com/people/Tamkeen-ALhadaf/100089031335990/,,https://x.com/tamkeen_alhadaf,,https://www.youtube.com/@tamkeenalhadaf8981,,https://www.instagram.com/tamkeen_alhadaf/,,,150,https://tamkiine.sa/courses/artificial-intelligence-and-training/,,,كاش,30/12/2024,5/5(1),عن بعد,المبتدئين,دورة,الروبوت والذكاء الاصطناعي,سكاكا,مركز تدريب داخل المقر,https://tamkiine.sa/,مركز تمكين الهدف للتدريب,145,,27392
,,https://x.com/almaliisama?lang=ar,,,https://www.snapchat.com/add/sama-almalii?locale=ar,https://www.instagram.com/sama_almalii/?hl=ar,,,250,https://sama-almalii.com/home/course/%D8%AF%D9%88%D8%B1%D8%A9-%D8%A7%D9%84%D8%B0%D9%83%D8%A7%D8%A1-%D8%A7%D9%84%D8%A7%D8%B5%D8%B7%D9%86%D8%A7%D8%B9%D9%8A/35,,,كاش,02/10/2022,,حضوري ,الموظفين,دورة,دورة مهارات الذكاء الاصطناعي,الطائف,معهد تدريب,https://sama-almalii.com/home,معهد سما المعالي للتدريب,146,252,145
,,https://x.com/qd162?lang=ar,,,,https://www.instagram.com/qdrat162/?hl=ar,,,,https://qdrat.edu.sa/?module=module_894348&main_subject=main_857745&subject=AI,,,,,,عن بعد,المبتدئين,دورة,الذكاء الاصطناعي وتعلم الآلة,تبوك,معهد تدريب,https://qdrat.edu.sa/,معهد القدرات للتدريب,150,1252,167
https://www.facebook.com/kalimacenter/?locale=ar_AR,https://sa.linkedin.com/company/%D9%85%D8%B1%D9%83%D8%B2-%D9%83%D9%84%D9%85%D8%A9-%D9%84%D9%84%D8%AA%D8%AF%D8%B1%D9%8A%D8%A8,https://x.com/kalima_center?lang=ar,,,,https://www.instagram.com/kalima_center/,,20,1700,https://kalima.sa/AzOQwKp,1,قسط شهري,كاش أو قسط,19/01/2025,,حضوري,صناع المحتوى,دورة,كتابة وصناعة المحتوى بتقنية الذكاء الاصطناعي,جدة,مركز تدريب داخل المقر,https://kalima.sa/,مركز كلمه للتدريب,151,8148,299
https://www.facebook.com/traneemcenter/?locale=ar_AR,,https://twitter.com/1Sc_elite?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,,,,https://www.instagram.com/1sc_elite/,,,182,https://1scelite.com/category/Pydbpq,,,كاش,26/4/2025,,عن بعد,المبتدئين,دورة,تطبيقات الذكاء الاصطناعي,عنيزة,مركز تدريب داخل المقر,https://1scelite.com/,مركز نخبة العلم للتدريب,152,580,349
https://www.facebook.com/HafizTrain/?locale=ar_AR,,https://twitter.com/HafizTrain?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,,,,https://www.instagram.com/hafiztrain/,,12,,https://www.hafiz.edu.sa/develop/AIapps,,,,,,عن بعد,المبتدئين,دورة,تطبيقات الذكاء الاصطناعي,نجران,معهد عالي,https://www.hafiz.edu.sa/,معهد حافز العالي للتدريب,154,382,1407
,https://sa.linkedin.com/company/edumeter-%D9%85%D8%B1%D9%83%D8%B2-%D9%85%D9%82%D9%8A%D8%A7%D8%B3-%D8%A7%D9%84%D8%AA%D8%B9%D9%84%D9%8A%D9%85-%D9%84%D9%84%D8%AA%D8%AF%D8%B1%D9%8A%D8%A8,,,,,https://www.instagram.com/edu_meter/?hl=ar,,60,390,https://edumeterksa.com/ai/,,,كاش,,,عن بعد,المبتدئين,دورة,مقدمة فى الذكاء الاصطناعي AI,الرياض,مركز تدريب داخل المقر,https://edumeterksa.com/?gad_source=1&gclid=EAIaIQobChMI28G82-XuiwMV4Y2DBx0qeiSWEAAYASAAEgKNQvD_BwE,مركز مقياس التعلم للتدريب,163,476,
,,https://twitter.com/Afaqelqada,,,,,,35,237,https://afaqelqada.sa/courses/59,,,كاش,01/12/2024,,حضوري,المبتدئين,دورة,تطبيقات الذكاء الاصطناعي,الطائف,معهد عالي,https://afaqelqada.sa/,معهد آفاق القادة العالي للتدريب,173,,46
,https://www.linkedin.com/company/miqyas-edu,https://x.com/miqyasedusa?lang=ar,https://www.tiktok.com/discover/%D9%85%D8%B9%D9%87%D8%AF-%D9%85%D9%82%D9%8A%D8%A7%D8%B3-%D8%A7%D9%84%D9%85%D8%B9%D8%B1%D9%81%D8%A9-%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%8A%C2%A0%D9%84%D9%84%D8%AA%D8%AF%D8%B1%D9%8A%D8%A8%C2%A0%D8%AD%D8%A7%D8%A6%D9%84,,,,,,,https://courseat.com/custom-courses/yfory-lltdryb-o-l-stsh-r-t-2/certified-artificial-intelligence-ai-practitioner,,,,27/06/2024,,عن بعد,جميع المستويات,دورة,أساسيات الذكاء الاصطناعي,حائل,معهد عالي,https://courseat.com/,معهد مقياس المعرفة العالي للتدريب,175,,65
,https://www.linkedin.com/company/maharat-company,https://x.com/Maharat_B,,,,,,,1750,https://www.humanskills.sa/program_details.php?id=32,,,كاش,,,عن بعد,موظفي الموارد البشرية المدراء والمشرفون,دورة,استخدام الذكاء الاصطناعي في ادارة الموارد البشرية,الرياض,مركز تدريب داخل المقر,https://www.humanskills.sa/index.php,مركز مهارات بشرية للتدريب,183,,5089
,https://sa.linkedin.com/company/miran-leaders?trk=public_post_feed-actor-image,,https://www.tiktok.com/@ertiqaa.az,,https://www.snapchat.com/add/ertiqaa.az,https://www.instagram.com/osus_almaharat/,,,700,https://ertiqaa-hail.com/en/RAROZlD,1,قسط شهري,كاش أو قسط,,,,المبتدئين,دورة,أساسيات الذكاء الاصطناعي,حائل,معهد عالي,https://ertiqaa-hail.com/,معهد أسس المهارات العالي للتدريب,187,2896,
,,,,,,https://www.instagram.com/themiranksa/,,25,699,https://themiran.net/product/ai-skills-online/,1,قسط شهري,كاش أو قسط,09/03/2025,,عن بعد,المبتدئين,دورة,مهارات الذكاء الاصطناعي في بيئة العمل,الرياض,مركز تدريب داخل المقر,https://themiran.net/,مركز مران القادة للتدريب,188,17804,
,,https://x.com/modern_iti_ksa?lang=ar,,,,https://www.instagram.com/modern.iti.ksa/,,36,,https://miti.edu.sa/details1.php?ID=11,,,,22/04/2024,,حضوري,المبتدئين,دورة,المهارات الأساسية في الذكاء الاصطناعي,عرعر,معهد عالي,https://miti.edu.sa/index.php,معهد مبدعين العصر للتدريب,196,48,116
,https://www.linkedin.com/company/tafortraining/?originalSubdomain=sa,https://x.com/TAforTraining,,,,https://www.instagram.com/tafortraining/,,,249,https://ta.com.sa/courses/aiba/,1,قسط شهري,كاش أو قسط,,,عن بعد,متوسط,دورة,أتمتة وتسريع الأعمال عبر الذكاء الاصطناعي,مكة المكرمة,مركز تدريب داخل المقر,https://ta.com.sa/courses/,مركز تقنيات العلوم للتدريب,198,4176,1307
,,https://x.com/TAforTraining,,,,https://www.instagram.com/tafortraining/,,,199,https://ta.com.sa/courses/bsai/,1,قسط شهري,كاش أو قسط,,,عن بعد,جميع المستويات,دورة,المهارات الأساسية في استخدام أدوات الذكاء الاصطناعي,مكة المكرمة,مركز تدريب داخل المقر,https://ta.com.sa/courses/,مركز تقنيات العلوم للتدريب,199,4176,1307
https://www.facebook.com/betrainingsa,https://www.linkedin.com/company/betrainingsa,https://www.x.com/BeTrainingsa,https://www.tiktok.com/@betrainingsa,,https://www.tiktok.com/@betrainingsa,https://www.instagram.com/betrainingsa,,15,1150,https://betraining.com.sa/ar/course/%D8%A7%D9%84%D9%82%D9%8A%D8%A7%D8%AF%D8%A9-%D8%A8%D8%A7%D9%84%D8%B0%D9%83%D8%A7%D8%A1-%D8%A7%D9%84%D8%A5%D8%B5%D8%B7%D9%86%D8%A7%D8%B9%D9%8A:-%D9%82%D9%8A%D8%A7%D8%AF%D8%A9-%D8%A7%D9%84%D8%A7%D8%A8%D8%AA%D9%83%D8%A7%D8%B1-%D9%85%D9%86-%D8%AE%D9%84%D8%A7%D9%84-%D8%A7%D9%84%D8%A3%D8%AA%D9%85%D8%AA%D8%A9-%D8%A7%D9%84%D8%B0%D9%83%D9%8A%D8%A9,1,قسط شهري,كاش أو قسط,,,حضوري و عن بعد,القادة التنفيذيون ومديرو الشركات والاستشاريون,دورة,مقدمة في الذكاء الاصطناعي,جدة,مركز تدريب داخل المقر,https://betraining.com.sa/ar,مركز كن للتدريب,208,7887,12052
https://www.facebook.com/profile.php?id=61568785991441&mibextid=qi2Omg&rdid=HDkS1HpzR0QHNt2L&share_url=https%3A%2F%2Fwww.facebook.com%2Fshare%2F15HZARyY1b%2F%3Fmibextid%3Dqi2Omg#,https://www.linkedin.com/company/future-droop/,https://x.com/future_droop?t=0KuwD-FXW0AZHq7ulZKDRQ&s=09,https://www.tiktok.com/@future.droop?_t=ZS-8u8XogAEVuM&_r=1,https://www.youtube.com/@octopusdevelopment,https://www.snapchat.com/add/future.droop?share_id=oPuVrfkYU8s&locale=en-US,https://www.instagram.com/future.droop/?igsh=MXducGl6ODBmZXl6ag%3D%3D#,,30,,https://futuredroop.com/showProgram/5,,,,,,عن بعد,المبتدئين,دورة,التدرب على تطبيقات الذكاء الاصطناعي في الإدارة المكتبية والسكرتارية التنفيذية,الخرج,مركز تدريب داخل المقر,https://futuredroop.com/study-courses,مركز دروب المستقبل للتدريب,210,9,2
,,https://x.com/RaqmanaPlus,,,,,,8,2500,https://raqmanaplus.academy/courses/%d8%a7%d9%84%d8%b0%d9%83%d8%a7%d8%a1-%d8%a7%d9%84%d8%a7%d8%b5%d8%b7%d9%86%d8%a7%d8%b9%d9%8a-%d9%81%d9%8a-%d8%a5%d8%af%d8%a7%d8%b1%d8%a9-%d8%a7%d9%84%d9%85%d9%88%d8%a7%d8%b1%d8%af-%d8%a7%d9%84%d8%a8/,,,كاش,26/01/2025,,حضوري,خبير,دورة,الذكاء الاصطناعي في إدارة الموارد البشرية,الرياض,مركز تدريب داخل المقر,https://raqmanaplus.academy/,مركز رقمنة بلس للتدريب,214,,8
,,https://x.com/zomrah0,,,,https://www.instagram.com/zomrah0/,,20,,https://zomrahcenter.com/ar/ai-for-business/,,,,,,عن بعد,المبتدئين,دورة,الذكاء الاصطناعي AI في تطوير الأعمال وزيادة الانتاجية وتحسين الجودة,جدة,مركز تدريب داخل المقر,https://zomrahcenter.com/ar/,مركز زمرة للتدريب,215,9,3
