Meta,LinkedIn,X,TikTok,Youtube,Snap,Instagram,روابط اعلانات,عدد الساعات,السعر (ريال),رابط البرنامج,تابي/تمارا,نوع القسط,طريقة الدفع,التاريخ,التقييم,مقر البرنامج,الجمهور المستهدف,نوع البرنامج,البرنامج,المدينة,النوع,رابط المنشاة,اسم المنشاة,N,Instagram_followers,X_followers
,,,,,,https://www.instagram.com/aolksa/?hl=ar,https://www.instagram.com/p/DFpUcEoIUhB/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,180,,https://online.aol.edu.sa/product/%D8%AF%D8%A8%D9%84%D9%88%D9%85/%D8%AF%D8%A8%D9%84%D9%88%D9%85-%D8%A7%D9%84%D8%B0%D9%83%D8%A7%D8%A1-%D8%A7%D9%84%D8%A7%D8%B5%D8%B7%D9%86%D8%A7%D8%B9%D9%8A/66,,,,,,حضوري,المبتدئين,دبلوم,الذكاء الاصطناعي,الدمام,معهد عالي,https://online.aol.edu.sa/ar/page/ElearningPlatform,معهد أكاديمية التعلم العالي للتدريب,11,57581,
,,https://x.com/Maz__Sa,,,,https://www.instagram.com/Maz__Sa/,https://x.com/Maz__Sa/status/1608573096239452160,180,32400,https://mazsa.net/diploma/,0,قسط ربعي او نصفي,كاش أو قسط,30/12/2022,,حضوري,المبتدئين,دبلوم,الذكاء الاصطناعي,الرياض,معهد عالي,https://mazsa.net/,معهد ماز العالي للتدريب,12,3927,3471
,https://sa.linkedin.com/company/kci-sa,,,,,https://www.instagram.com/kci.training114/,https://www.instagram.com/p/DGARdSzNiEt/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,180,14000,https://www.instagram.com/p/DGARdSzNiEt/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,0,قسط شهري,كاش أو قسط,13/02/2025,,حضوري,المبتدئين,دبلوم,الذكاء الاصطناعي,جدة,معهد عالي,https://sa.linkedin.com/company/kci-sa,معهد خصائص المعرفة العالي للتدريب,13,1634,
https://www.facebook.com/nokhbatalkada.sa/,https://www.linkedin.com/company/preleaders/,https://twitter.com/nobatalkada,https://www.tiktok.com/@nokhbatalkada?lang=en,https://www.youtube.com/channel/UCBTwLUMkIk2u3-d5DfXUFHA,https://www.snapchat.com/add/nokhbatalkada,https://www.instagram.com/nokhbatalkada.sa/,https://www.instagram.com/p/DGBUXHdox5a/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,180,3500,https://proleaders.com.sa/diploma-date-science,1,قسط شهري,كاش أو قسط,13/02/2025,4.8\5(1348),حضوري,المبتدئين,دبلوم,تقنيات الذكاء الاصطناعي وعلوم البيانات,جدة,معهد عالي,https://proleaders.com.sa/,معهد نخبة القادة العالي للتدريب,14,2331,8
,,,,,,https://www.instagram.com/hma_institute/?hl=ar,https://www.instagram.com/p/DA8txktsU2u/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,180,22000,https://qodrat.edu.sa/ai-diploma/,0,,,10/10/2024,,حضوري,المبتدئين,المبتدئين,التكنولوجيا والذكاء الاصطناعي,الدمام,معهد عالي,https://qodrat.edu.sa/,معهد القدرات الإدارية العالي للتدريب,15,10731,
,https://www.linkedin.com/company/miqyas-edu,https://x.com/miqyasedusa?lang=ar,,,,,https://www.linkedin.com/posts/miqyas-edu_activity-7181303277425192961-071J?utm_source=share&utm_medium=member_desktop&rcm=ACoAAEKkf5IBgDEdPvRrM63muxdQTU5L685Dnis,180,14376,https://www.linkedin.com/company/miqyas-edu/posts/?feedView=all&viewAsMember=true,0,قسط شهري,كاش أو قسط,05/04/2024,,,المبتدئين,المبتدئين,الذكاء الاصطناعي,حائل,معهد عالي,https://miqyas.edu.sa/en/home/,معهد مقياس المعرفة العالي للتدريب,17,,65
,,https://x.com/Maz__Sa,,,,https://www.instagram.com/Maz__Sa/,https://x.com/Maz__Sa/status/1608573096239452160,180,32400,https://mazsa.net/diploma/,0,قسط ربعي او نصفي,كاش أو قسط,30/12/2022,,حضوري,المبتدئين,المبتدئين,الذكاء الاصطناعي,جدة,معهد عالي,https://mazsa.net/,معهد ماز العالي للتدريب,18,3927,3471
https://www.facebook.com/mharatws,,https://x.com/mharatws?lang=ar,,,,https://www.instagram.com/mharatws?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,https://www.instagram.com/p/DGQeEGzsjW3/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,180,11950,https://www.jicclms.com/,0,قسط شهري,كاش أو قسط,19/02/2025,,حضوري,المبتدئين,دبلوم,الذكاء الاصطناعي,الرياض,معهد عالي,https://www.jicclms.com/,معهد جدة الدولي العالي للتدريب,20,14773,54710
,,,,,,https://www.instagram.com/aolksa/?hl=ar,https://www.instagram.com/p/DFpUcEoIUhB/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,180,,https://online.aol.edu.sa/product/%D8%AF%D8%A8%D9%84%D9%88%D9%85/%D8%AF%D8%A8%D9%84%D9%88%D9%85-%D8%A7%D9%84%D8%B0%D9%83%D8%A7%D8%A1-%D8%A7%D9%84%D8%A7%D8%B5%D8%B7%D9%86%D8%A7%D8%B9%D9%8A/66,,,,,,حضوري,المبتدئين,دبلوم,الذكاء الاصطناعي,الدمام,معهد عالي,https://online.aol.edu.sa/ar/page/ElearningPlatform,معهد أكاديمية التعلم العالي للتدريب,21,57581,
,,,,,,https://www.instagram.com/aolksa/?hl=ar,https://www.instagram.com/p/DFpUcEoIUhB/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,180,,https://online.aol.edu.sa/product/%D8%AF%D8%A8%D9%84%D9%88%D9%85/%D8%AF%D8%A8%D9%84%D9%88%D9%85-%D8%A7%D9%84%D8%B0%D9%83%D8%A7%D8%A1-%D8%A7%D9%84%D8%A7%D8%B5%D8%B7%D9%86%D8%A7%D8%B9%D9%8A/66,,,,,,حضوري,المبتدئين,دبلوم,الذكاء الاصطناعي,الرياض,معهد عالي,https://online.aol.edu.sa/ar/page/ElearningPlatform,معهد اكاديمية التعلم العالي للتدريب,24,57581,
,,https://twitter.com/City_Adv_Sci?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1854938236914749661%7Ctwgr%5E6b74e3d01d9cca3056b4096467870c13c068068a%7Ctwcon%5Es1_&ref_url=https%3A%2F%2Flinktr.ee%2Fcas.acadmey1,https://www.tiktok.com/@cas.academy2?_t=8rRfrVZQi8o&_r=1,,,,https://x.com/madinajobs24/status/1845461607070978263,180,7750,https://advanced-systems-for-education.com/,1,قسط شهري,كاش أو قسط,13/10/2024,,حضوري,,دبلوم,الذكاء الاصطناعي,المدينة المنورة,معهد عالي,https://advanced-systems-for-education.com/,معهد مدينة العلوم المتطورة العالي للتدريب,25,,31
,,,,,,https://www.instagram.com/blahdod8/,https://www.instagram.com/p/C68vaZiNUsw/?utm_source=ig_web_copy_link,15,150,https://blahdod.zamn.app/courses/3773,1,قسط شهري,كاش أو قسط,19/05/2024,,عن بعد,المعلمين والمعلمات,دورة,الروبوت والذكاء الاصطناعي,الدمام,مركز تدريب داخل المقر,https://blahdod.zamn.app/,مركز تعليم بلا حدود للتدريب,27,3004,
,,,,,,https://www.instagram.com/blahdod8/,https://www.instagram.com/p/C68vaZiNUsw/?utm_source=ig_web_copy_link,30,,https://blahdod.zamn.app/courses/3773,1,قسط شهري,كاش أو قسط,19/05/2024,,عن بعد,"المعلمون والمدربون, تطوير المناهج, تدريب وتعليم الكبار",دورة,الذكاء الاصطناعي في تعليم الكبار,الدمام,مركز تدريب داخل المقر,https://blahdod.zamn.app/,مركز تعليم بلا حدود للتدريب,29,3004,
https://www.facebook.com/alemdadtraining,,https://x.com/alemdadtraining,,,,https://www.instagram.com/alemdad_jed/#,,16,,https://www.alemdad.com/?page=show_course&course_id=72,,,,,,حضوري,خريجي الثانويه العامه,دورة,الروبوت والذكاء الاصطناعي,جدة,معهد عالي,https://www.alemdad.com/,معهد الامداد العالي للتدريب,31,2271,7943
,,https://x.com/uqt_sa?lang=ar,,,,https://www.instagram.com/uqt_sa/?hl=ar,https://x.com/uqt_sa/status/1263828277170450432/photo/1,15,290,https://x.com/uqt_sa/status/1263828277170450432/photo/1,,,كاش,22/05/2020,,عن بعد,,دورة,مهارات الذكاء الاصطناعي في اتخاذ القرار,جدة,معهد عالي,https://uqt.com.sa/,معهد أم القرى العالي للتدريب,34,8031,7281
https://web.facebook.com/?_rdc=1&_rdr,,https://twitter.com/ararahli,,,https://www.snapchat.com/add/ararahli2021?share_id=NDU0MUU5&locale=ar_SA@calendar=gregorian;numbers=latn,https://www.instagram.com/arar_ahli/?r=nametag,,,3800,http://www.nationalinst.com/course/asasyat-althkaaa-alastnaaay-ccc-artificial-intelligen,,,كاش,,,,المبتدئين,دورة,مبادئ الذكاء الاصطناعي,عرعر,معهد عالي,http://www.nationalinst.com/,المعهد الأهلي العالي للتدريب,38,15,2262
https://www.facebook.com/KhaleejTraining,https://sa.linkedin.com/company/khaleejtraining,https://x.com/khaleejTraining,,https://www.youtube.com/channel/UC_R9s3T23VEANGFkxpZGKwQ,https://www.snapchat.com/add/khaleejtraining,https://www.instagram.com/khaleej.training/,https://www.instagram.com/reel/C_zzFf3i8Ok/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,10,621,https://courses.alkhaleej.com.sa/training-activities/ai/,1,قسط شهري,كاش أو قسط,12/09/2024,,عن بعد,الموظفون في مختلف المجالات,دورة,استخدام تطبيقات الذكاء الاصطناعي لتطوير الإنتاجية في بيئة العمل,الرياض,معهد عالي,https://alkhaleej.com.sa/,معهد الخليج العالي للتدريب,41,16645,32728
,,https://x.com/sawaeid2030,,,,,,30,,https://mnar.sa/courses/9c690d30-5cac-4f65-b4a2-312b44a5821d,,,,,4.8\5(290),عن بعد,للجميع,دورة,تطبيقات الذكاء الاصطناعي AI,الرياض,معهد تدريب,https://sawaeid.sa/courses/21,معهد سواعد المستقبل للتدريب,49,,3574
,,https://x.com/tfi_institute?lang=ar,,,,https://www.instagram.com/tfijeddah/?hl=ar,,30,,https://mnar.sa/courses/9d15e163-e4b8-44e4-b731-927ed3504725,,,,,4.6\5(54),حضوري,المبتدئين,دورة,أساسيات الذكاء الاصطناعي,جدة,معهد تدريب,https://x.com/tfi_institute?lang=ar,معهد نحو المستقبل للتدريب,50,18923,480
https://www.facebook.com/IAinvestacadmy?_rdc=1&_rdr,https://www.linkedin.com/company/iainvestacademy/,https://x.com/IAinvestacademy,,,,,,,,https://ia.edu.sa/courses/1032,,,,,,,المبتدئين,دورة,تقنيات الذكاء الاصطناعي الحديثة لتطوير أعمال المؤسسات,الرياض,معهد عالي,https://www.ia.edu.sa/,معهد أكاديمية الاستثمار العالي للتدريب,52,,104904
,,,https://www.tiktok.com/@mahad_shammoukh,,https://www.snapchat.com/add/mahad_shammoukh,https://www.instagram.com/mahad_shammoukh/#,,,300,https://shammoukh1.com/NKqlDEG,1,قسط شهري,كاش أو قسط,,,,,دورة,الروبوت والذكاء الاصطناعي,تبوك,معهد عالي,https://shammoukh1.com/,معهد الشموخ العربية العالي للتدريب,55,47,
https://www.facebook.com/aolksa,https://www.linkedin.com/company/academy-of-learning-co/,https://x.com/aolksa?lang=ar,,,http://snapchat.com/add/aolksa,https://www.instagram.com/aolksa/,,,30000,https://aol.edu.sa/artificial-intelligence-diploma/,,,,,,,المبتدئين,دورة,أساسيات الذكاء الاصطناعي و تطبيقاته AI Fundamantals and Applications,الخبر,معهد عالي,https://aol.edu.sa/aol/,معهد أكاديمية التعلم العالي للتدريب,56,57581,17228
,,https://x.com/Rafal4Training,,,,https://www.instagram.com/rafal_institute7/,,25,,https://rafalinst.zamn.app/courses/4088,,,,15/11/2024,,عن بعد,المديرون وأصحاب الشركات-الطلاب والباحثون-المهتمون بتطوير مهاراتهم في مجال التكنولوجيا والذكاء الاصطناعي,دورة,الذكاء الاصطناعي,حفر الباطن,معهد عالي,https://rafalinst.zamn.app/,معهد رفال العالي للتدريب,68,300,664
,,https://x.com/ohalifoundation,,,,,https://x.com/ohalifoundation/status/1896473152567255432?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Etweet,,0,https://docs.google.com/forms/d/e/1FAIpQLScNJTxMIe3M0SyhGfDWFiPUZFEkiwfE_uC8uVEYXSnt9OmAGQ/viewform,,,,04/03/2025,,عن بعد,المبتدئين,دورة,استخدام الذكاء الاصطناعي في التعلم,عنيزة,مركز تدريب داخل المقر,https://t.co/SnMemvUcRD,مركز مؤسسة عبد العزيز محمد العوهلي الخيرية للتدريب,82,,6494
https://www.facebook.com/AfaqExcellence/?locale=ar_AR,https://www.linkedin.com/in/afaqexcellence/?originalSubdomain=sa,,https://www.tiktok.com/@afaqaltmayoz,,,https://www.instagram.com/afaqexcellence/?hl=ar,,35,287,https://afaqelqada.sa/courses/59,,,كاش,01/12/2024,,عن بعد,المبتدئين,دورة,الروبوت والذكاء الاصطناعي,الخفجي,معهد تدريب,https://afaqelqada.sa/indexCourses,معهد آفاق التميز للتدريب,96,1216,
,https://www.linkedin.com/in/senoughcom/?originalSubdomain=sa,https://x.com/senoughcom?lang=ar,,,,https://www.instagram.com/senoughcom/,,50,200,https://senough.com/course/a35e98f7-5a72-4558-00b7-08dcb5202205,,,,,,عن بعد,المبتدئين,دورة,الذكاء الاصطناعي,الرياض,مركز تدريب داخل المقر,https://senough.com,مركز الذكاء الكافي للتدريب,101,3,724
,https://www.linkedin.com/in/senoughcom/?originalSubdomain=sa,https://x.com/senoughcom?lang=ar,,,,https://www.instagram.com/senoughcom/,,72,200,https://senough.com/course/a24a3e2d-c918-4471-00b4-08dcb5202205,,,,,,عن بعد,المبتدئين,دورة,الذكاء الاصطناعي .,الرياض,مركز تدريب داخل المقر,https://senough.com,مركز الذكاء الكافي للتدريب,102,3,724
https://www.facebook.com/p/معهد-جوهرة-الابداع-للتدريب-100078156086098/,https://www.linkedin.com/in/جوهرة-الابداع-للتدريب-0412021b0/?originalSubdomain=sa,https://x.com/jawharatadrib?lang=ar,https://www.tiktok.com/@jawharatadrib,,,https://www.instagram.com/jawharatadrib/?hl=ar,https://x.com/jawharatadrib/status/1873061484525486309/photo/1,60,99,598509140,,,كاش,22/02/2025,,عن بعد,المبتدئين,دورة,الذكاء الاصطناعي وأهميته في التعليم,جدة,معهد تدريب,https://jawharatadreib.wordpress.com,معهد جوهرة الابداع للتدريب,107,8824,2458
https://www.facebook.com/profile.php?id=100063564891866,https://www.linkedin.com/company/exclusive-technology-training-center/?originalSubdomain=sa,https://x.com/ExTechSA,https://www.tiktok.com/@extechsa,,,https://www.instagram.com/extechsa/?hl=ar,,15,450,https://www.extech.sa/course/92?type=video,,,كاش,,,عن بعد,المبتدئين,دورة,الذكاء الاصطناعي AI,جدة,مركز تدريب داخل المقر,https://www.extech.sa,مركز التقنية الحصرية للتدريب,108,81949,3069
https://www.facebook.com/profile.php?id=100063564891866,https://www.linkedin.com/company/exclusive-technology-training-center/?originalSubdomain=sa,https://x.com/ExTechSA,https://www.tiktok.com/@extechsa,,,https://www.instagram.com/extechsa/?hl=ar,https://x.com/ExTechSA/status/1862904853153927226,45,699,https://www.extech.sa/course/143,,,كاش,22/04/2025,5\5(40),عن بعد,المبتدئين,دورة,الذكاء الاصطناعي باستخدام ChatGPT,جدة,مركز تدريب داخل المقر,https://www.extech.sa,مركز التقنية الحصرية للتدريب,109,81949,3069
,,,,,https://www.snapchat.com/add/mithaq-4,https://www.instagram.com/4mithaq/?hl=ar,,45,,https://mnar.sa/courses/9cedd25d-87e8-4feb-bff6-525e569d22d6,,,,03/09/2025,4.7\5(160),حضوري,المبتدئين,دورة,الذكاء الاصطناعي,الطائف,معهد تدريب,https://4mithaq.com,معهد ميثاق للتدريب,113,4412,
https://www.facebook.com/Proleadersco.sa,https://www.linkedin.com/company/preleaders/,https://x.com/proleadersco2,https://www.tiktok.com/@proleadersco,,,https://www.instagram.com/nokhbatalkada.sa/?hl=ar,,20,450,https://proleaders.com.sa/course-date-science,1,قسط شهري,كاش أو قسط,,,عن بعد,المبتدئين,دورة,علم البيانات والذكاء الاصطناعي,جدة,مركز تدريب داخل المقر,https://proleaders.com.sa,مركز نخبة القادة للتدريب,115,2331,1573
,https://www.linkedin.com/in/مركز-التقنية-العربية-للتدريب-b89a61188/?originalSubdomain=sa,,,,,https://www.instagram.com/arabtec_sa/?hl=ar,https://www.instagram.com/p/CFy0CrSJKj7/?hl=ar,,97,https://arabtec.sa/product/دورة-الذكاء-الاصطناعي/,,,كاش,29/11/2020,,حضوري,المبتدئين,دورة,علم البيانات والذكاء الاصطناعي,الخبر,مركز تدريب داخل المقر,https://arabtec.sa,مركز التقنية العربية للتدريب,117,169,
,,https://x.com/atyaf_h11,,,https://www.snapchat.com/add/atyaf_h11,https://www.instagram.com/atyaf_h11/?hl=ar,,,,https://atyafcommunity.com/ar/achievements-duplicate-690/,,,,,,عن بعد,المبتدئين,دورة,الروبوت والذكاء الاصطناعي,جازان,معهد عالي,https://atyafcommunity.com/ar/,معهد أطياف المجتمع العالي للتدريب,120,814,489
https://www.facebook.com/EjabeeInteraction/,,https://x.com/ejaabi?lang=ar,,,,https://www.instagram.com/ejaabi_sa/,,24,,https://ejaabi.com/ar/courses-details/as-sy-t-lthk-l-stn-aay-llmhnyyn-fy-mg-l-laaam-l,,,,,,عن بعد,المبتدئين,دورة,اساسيات الذكاء الاصطناعي,الرياض,مركز تدريب داخل المقر,https://ejaabi.com,مركز التفاعل الايجابي للتدريب,125,1878,384
https://www.facebook.com/p/مركز-عتاد-المعرفة-للتدريب-100064753728055/,https://www.linkedin.com/company/atad-aleqtisad/?originalSubdomain=sa,https://x.com/atad_ksa?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,,,,https://www.instagram.com/atad_ksa/,https://www.instagram.com/p/DFkVErzs5yA/,20,690,https://docs.google.com/forms/d/e/1FAIpQLScEptx0QKCfL5Qx2SCJQahXojm-SJy48L5JEk7SCZ0C7XRqEg/viewform,,,كاش,02/02/2025,,حضوري,المختصين في مجال الاعمال,دورة,استخدامات الذكاء الاصطناعي في مجال الأعمال,الدمام,مركز تدريب داخل المقر,https://training.atad.sa,مركز عتاد المعرفة للتدريب,126,942,426
,https://www.linkedin.com/school/tuwaiqacademy/posts/?feedView=all,https://x.com/TuwaiqAcademy,https://www.tiktok.com/@tuwaiqacademy,https://www.youtube.com/channel/UC_pOwgeaVK7bg3z7fJB5N8w,https://www.snapchat.com/add/tuwaiqacademy,https://www.instagram.com/tuwaiqacademy/?hl=ar,https://tuwaiq.edu.sa/bootcamp/OZk7okmB/view,56,0,https://tuwaiq.edu.sa/bootcamp/OZk7okmB/view,,,,13/04/2025,,حضوري,مختصين في المجال,دورة,الحوسبة السحابية والذكاء الاصطناعي,الرياض,معهد عالي,https://tuwaiq.edu.sa,معهد أكاديمية طويق العالي للتدريب,133,8011,154027
https://www.facebook.com/profile.php?id=100091735385398,,https://x.com/heloolbusiness?lang=ar,,,,https://www.instagram.com/heloolbusiness/?hl=ar,,36,222,https://helol-center.com/مهارات-الذكاء-الاصطناعي-في-الأعمال/p14048075,1,قسط شهري,كاش أو قسط,,,عن بعد,المختصين في مجال الاعمال,دورة,مهارات الذكاء الاصطناعي في الأعمال,جازان,مركز تدريب داخل المقر,https://helol-center.com,مركز حلول الأعمال للتدريب,134,2737,373
,,https://x.com/phasestrain1,https://www.tiktok.com/@phasestrain,,,https://www.instagram.com/phasestrain/?hl=ar,https://x.com/phasestrain1/status/1869654814717530526,45,249,https://x.com/phasestrain1/status/1869654814717530526,1,قسط شهري,كاش أو قسط,12/01/2025,,عن بعد,المبتدئين,دورة,أساسيات الذكاء الاصطناعي,خميس مشيط,معهد عالي,https://atwaarr.com/?srsltid=AfmBOoon-SiuHOtSzqRotGdQ6z3T1-S0hcfMBFdhSOGxd0uErXmaluiA,معهد اكاديمية أطوار العالي للتدريب,138,5839,5536
,,https://x.com/alrawaa_c?lang=ar,https://www.tiktok.com/@alrawaa_c,,,https://www.instagram.com/alrawaa_c/,https://www.tiktok.com/@alrawaa_c/video/7272087248516943105,,100,https://alrawaac.com/xAaenZz,,,كاش,18/2/2024,,عن بعد,المعلمين,دورة,دورة الذكاء الاصطناعي للمعلمات,الرياض,مركز تدريب داخل المقر,https://alrawaac.com/,مركز الرواء العلمي للتدريب,139,1467,1115
,,https://x.com/alrawaa_c?lang=ar,https://www.tiktok.com/@alrawaa_c,,,https://www.instagram.com/alrawaa_c/,https://www.tiktok.com/@alrawaa_c/video/7271940792212573441,,500,https://alrawaac.com/DGDyQnv,,,كاش,17/9/2023,,حضوري,المبتدئين,دورة,دورة علم البيانات والذكاء الاصطناعي,الرياض,مركز تدريب داخل المقر,https://alrawaac.com/,مركز الرواء العلمي للتدريب,140,1467,1115
,,https://x.com/aspirationwings?lang=ar,,,https://www.snapchat.com/add/aspirationwings,https://www.instagram.com/aspirationwings/?hl=ar,,50,300,https://aspirationwing.com/details1.php?ID=55,1,قسط شهري,كاش أو قسط,17/11/2024,,عن بعد,المعلمين,دورة,الذكاء الاصطناعي,مكة المكرمة,مركز تدريب داخل المقر,https://aspirationwing.com/index.php,مركز أجنحة الطموح للتدريب,143,3634,3432
